,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,RangeA_V,Minimum_A_L,Maximum_A_L,RMS_A_L,Variance_A_L,STD_A_L,Kurtosis_A_L,RangeA_L,P_A_F,P_A_V,P_A_L,EN_A_F,EN_A_V,EN_A_L,ENt_A_F,ENt_A_V,ENt_A_L
11505,1,-343,171,156.6892326,7271.591553,85.27362753,2.507643654,1.06505796,514,882,1352,1044.4962,10477.030270000001,102.3573655,2.2079544159999998,1.583887969,470,128,326,232.8679548,1822.2595210000002,42.687931799999994,-0.22240474,198,210202.2893,4290607.194,254542.1294,1571297,69822228,3470559,2.8354489610000004,2.322997971,2.5842880480000003
11506,1,-3646,1757,579.542101,316062.8826,562.1947017000001,23.15206584,-3.404291447,5403,392,3647,1082.5215859999998,180490.5017,424.84173719999995,21.16093078,3.6258449089999996,3255,-1237,990,360.4372778,65858.58496000001,256.6292753,17.73212667,2227,5144543.7930000005,5970091.922,1622784.813,21495619,74998591,8314562,3.361818204,3.0536703,3.200409417
11507,1,-5000,2787,781.9556213,608750.5938,780.2247072,25.62919223,-3.045619543,7787,-323,4431,1156.8231349999999,317097.9373,563.1144975,19.1348819,3.235433796,4754,-1188,742,342.1093118,54210.225589999995,232.83089480000004,20.81453386,1930,5488602.325,8127641.004,687614.2552,39133094,85647345,7490482,3.36999755,3.175431558,3.27929612
11508,1,-4989,2747,984.4631072000001,923712.0369,961.0993897,9.588871296,-2.0693340780000002,7736,-1813,4392,1284.986357,671213.6836,819.276317,5.642220991,0.838146596,6205,-1891,841,425.8044225,117252.96,342.4221955,21.70871105,2732,16024503.37,14875793.33,1312163.446,62026727,105676156,11603802,3.20680931,3.12119539,3.2146333960000004
11509,1,-2545,4101,832.6992723,682704.9177,826.2595946,11.29336452,0.686364302,6646,-117,4656,1198.407811,494674.9336,703.3313114,9.598067757,1.992592,4773,-663,1693,449.4677234,85452.33765,292.3223181,7.498756029,2356,11870157.08,16132896.35,1740743.6169999999,44376837,91915602,12929359,3.29371677,2.925670365,3.013229715
11510,1,-5010,3303,1166.687592,1315631.047,1147.009611,8.56772397,-2.013842192,8313,-1431,4754,1361.68724,736777.9783,858.3577216,9.196358756,2.125015649,6185,-2673,1287,628.7684017999999,371782.656,609.7398264999999,12.29049885,3960,30443582.51,21738777.61,6210182.907000001,87114236,118668297,25302381,3.0770994480000002,3.075068007,3.0631800910000004
11511,1,-393,10,203.8901742,11311.513429999999,106.3555989,-0.7153803259999999,-0.5164869120000001,403,686,1411,1019.359542,21328.163090000002,146.0416485,0.346133284,-0.162982113,725,158,356,246.2164,1717.7087399999998,41.44524991,0.001094724,198,561199.0662,5305054.836,359845.2216,2660557,66502008,3879841,2.091033145,1.918821633,2.9152724560000003
11512,1,-3323,1737,645.2326373,380615.9678,616.9408137999999,10.65397584,-1.763192046,5060,313,3333,1095.1154980000001,229945.4041,479.52622869999993,7.855904073,1.9973739069999998,3020,-1069,1000,376.69545889999995,73271.84277,270.6877219,9.782991022000001,2069,9040146.219,11597170.29,1208888.64,26644810,76753789,9081566,2.9755965210000004,2.69570121,3.15164879
11513,1,-2151,1262,482.7188461,226669.8767,476.0985998,7.449495219,-1.1475346579999999,3413,490,2617,1080.602125,65693.08568999999,256.3066244,20.09860772,3.5655763030000003,2127,-2405,1158,465.19543939999994,169986.7478,412.2944916,23.56191817,3563,5571318.995,9089135.846,3049399.307,14913119,74732861,13850035,2.811573474,2.994103374,3.0055718789999997
11514,1,-292,404,97.30372873,6580.632568,81.12109817,14.93728023,2.082865607,696,705,1480,1025.613681,9155.24585,95.68304891,9.188583611,0.968817197,775,-564,504,269.34164530000004,22095.55054,148.6457216,16.71814125,1068,32790.4066,4622300.751,841512.5635,605953,67320539,4642875,3.220716667,2.775823131,3.118206027
11515,1,-505,60,117.4483929,9028.811523,95.02005853,5.8541048270000005,-1.972510229,565,362,1245,1005.148318,19147.33765,138.3739052,9.781215695,-2.817989641,883,138,376,255.1077591,2345.374023,48.42906176,0.77031646,238,99342.11187000001,4366038.067,250197.6519,882824,64660681,4165118,2.6001216,2.539319213,2.2123688180000003
11516,1,-1252,242,238.05793019999996,40514.78491,201.282848,13.62846295,-2.802788195,1494,411,1725,1043.649321,42994.569339999995,207.35131859999998,4.160498318,0.485531581,1314,-227,564,232.17450330000003,12835.44434,113.29361999999999,4.418227547,791,1362496.004,6536176.022000001,483673.6308,3626981,69709050,3449920,2.9711605480000003,2.584156487,3.002925111
11517,1,-202,10,115.34926580000001,1556.9255369999998,39.45789575,0.566307989,0.40472447799999994,212,921,1068,1014.8115740000001,822.4912109,28.67910757,0.850424301,-0.7902222059999999,147,178,277,223.66552180000002,526.9685059,22.9557946,0.531460416,99,69932.40811,4385714.072,232984.8613,851549,65909922,3201681,2.8823506119999998,2.852408791,2.639865869
11518,1,-1777,929,359.2812269,116671.6475,341.5723166,13.59674061,-2.697123932,2706,617,2431,1046.143147,46575.35522,215.8132415,26.03075812,3.97208593,1814,-1207,851,306.6747055,45235.99609,212.6875551,30.30528765,2058,414513.0424,4290653.968,221778.2854,8261312,70042591,6019160,3.20058176,3.1723012589999997,3.1615412330000003
11519,1,-3494,1595,512.7204861,256619.0583,506.575817,31.25337808,-4.164165294,5089,-127,2696,1086.133955,129382.2568,359.6974518,7.329501036,1.191119722,2823,-762,574,304.986219,36921.631839999995,192.1500243,15.31180823,1336,3279841.064,9251384.287,817543.8592,16824467,75499966,5953062,3.232156385,2.9049468660000004,3.002900675
11520,1,-757,939,305.5716722,93198.89818999999,305.28494589999997,2.349733054,0.333557941,1696,784,1343,1049.071003,12375.00684,111.243008,0.80393998,0.448381463,559,-425,574,234.0959672,12358.484129999999,111.1687192,15.40662399,999,2120767.223,5459265.775,377480.6618,5975939,70435198,3507259,2.733563484,2.375036925,2.999627538
11521,1,-4989,2979,920.3715622000001,832743.75,912.5479439,13.02526354,-2.015292771,7968,-549,4078,1140.13338,351106.3711,592.5422948,11.68221081,2.369700535,4627,-1237,1049,416.9958783,90165.75684,300.2761343,8.899618398,2286,6468753.972,7766353.972,1532632.281,54213364,83193864,11128676,3.224110175,3.2186051769999997,3.026531375
11522,1,-888,969,273.8969069,56108.96851,236.87331740000002,7.706951505,0.865579326,1857,215,3411,1080.140196,184497.9648,429.5322629,13.84322387,2.387860753,3196,-752,663,301.7895065,24995.77734,158.10052919999998,23.85002837,1415,679475.7465,6320713.626,378933.6337,4801249,74668982,5828922,2.7044974760000002,2.8237828539999996,3.157268792
11523,1,-4979,3030,845.0945029,683636.2334,826.8229759,19.19313556,-2.439111267,8009,-686,4754,1175.6898640000002,356647.3896,597.1996228999999,22.475201600000002,3.293313997,5440,-1702,1356,419.6607261,116136.0537,340.7874025,16.85279784,3058,10372662.71,12149147.85,720997.3191,45707822,88463786,11271368,3.4201620669999997,3.28729432,2.997931654
11524,1,-1565,1101,369.8896795,126805.8711,356.09812,6.057648351,-0.77694761,2666,421,1892,1029.8820699999999,60688.32788,246.35001090000003,2.669654862,0.220762714,1471,-1178,732,327.9865422,55769.14429,236.1549159,19.43959612,1910,1869737.667,7464001.556,929398.1429999999,8756376,67882053,6884811,3.010673213,2.565216146,3.08721047
11525,1,-424,272,163.4843743,12233.23804,110.60396940000001,1.86620751,-0.049298472999999995,696,470,2000,1016.033241,37473.15015,193.57982890000002,10.21131416,1.527522705,1530,-712,633,313.54370710000006,30253.89063,173.93645569999998,14.33478676,1345,284186.0695,5441179.185,919718.1405,1710537,66068707,6291818,3.019922054,2.852640257,3.2039563889999996
11526,1,-454,252,181.5597784,14070.59155,118.6195243,2.455098054,-0.34597020700000003,706,509,1500,1029.980628,19886.26465,141.01866769999998,4.1136666360000005,-0.702835945,991,-574,544,295.3502423,28720.691160000002,169.4718005,9.131226102000001,1118,231037.5982,5497363.23,966172.5147,2109693,67895046,5582833,2.935821048,2.8639457110000004,2.944887579
11527,1,-808,414,263.1802495,40554.77734,201.38216740000001,1.1910579890000002,-0.066655877,1222,401,2098,1012.027722,95777.52905,309.4794485,3.4822084939999995,0.9970396229999999,1697,-29,435,271.48946800000004,10186.780270000001,100.9295808,0.352383715,464,1409049.282,4362712.96,671489.9671,4432886,65548807,4717218,2.802352279,2.806438346,2.652651089
11528,1,-555,262,190.9230457,14984.781009999999,122.41234009999998,2.8334289210000003,-0.586226417,817,509,1343,1019.317043,24045.4353,155.0659063,1.249882555,-0.7177354420000001,834,29,465,234.30265550000001,7869.74585,88.71158802,0.71668445,436,508044.14,3678112.3639999996,385128.3373,2332903,66496463,3513455,2.772300327,2.552473414,2.401901704
11529,1,-1949,1606,540.8494476,274225.5625,523.6655063000001,6.388074787000001,-0.417604752,3555,441,2470,1085.085797,112129.1719,334.8569424,8.328419924,2.1528822780000003,2029,-544,594,278.7494675,39168.802489999995,197.91109740000002,4.513832654,1138,4488953.616,6716256.626,504113.5326,18721160,75354316,4972881,2.80362468,2.636016854,3.03350955
11530,1,-2949,1727,524.0974981,268000.2334,517.6873896000001,14.86214562,-1.903592805,4676,-49,4049,1149.393094,242914.2927,492.8633611000001,19.70705975,3.1695682730000003,4098,-99,881,308.969153,19613.33496,140.04761680000001,5.294346632,980,1437545.6530000002,6860517.682,788355.5123,17579404,84550687,6109564,3.261645347,3.2877460839999997,3.0314153999999998
11531,1,-2959,2010,792.7124813999999,611659.2302,782.0864596,5.129059899,-1.17833461,4969,-147,3254,1179.889388,336896.4063,580.4277787000001,4.809656222,1.717489795,3401,-1772,1059,434.87776660000003,126860.6248,356.1749918,16.74645336,2831,9226675.133,12383179.64,845277.9847,40217157,89096894,12103595,2.739978751,2.6640390369999998,3.3176303239999996
11532,1,-2333,2080,425.86650639999993,177667.9209,421.50672699999996,20.85517359,-0.480358722,4413,529,2843,1083.106376,73341.17749,270.815763,27.70375306,4.288035839,2314,-722,762,315.4794219,38479.66577,196.16234540000002,12.58173578,1484,400181.0072,5481247.478999999,1206072.787,11607186,75079643,6369745,3.2329042,3.3466696110000003,3.1769768430000003
11533,1,-3000,2707,818.6571989,650367.0486,806.4533766,4.209179123999999,-0.357900935,5707,39,4127,1143.131083,328349.4958,573.0178844,12.89661757,2.81778243,4088,-3237,623,503.7850329,214304.0076,462.9298085,44.476795,3860,9255881.389,11995058.63,3548396.602,42892775,83631915,16243159,3.022859374,2.887003543,3.378323895
11534,1,-1717,1737,452.1020522,194530.1892,441.0557666,8.421358286,0.575071523,3454,98,2990,1062.2426970000001,161118.031,401.3951059,10.05243056,2.347537483,2892,-2544,801,463.00545020000004,170738.7537,413.2054618,28.91916721,3345,2121249.171,7101964.3889999995,5314433.505,13081361,72215011,13719939,2.893962384,3.109917643,3.1503710610000004
11535,1,-2000,2787,537.9001127,280108.5273,529.252801,14.92438385,1.896708768,4787,539,3205,1088.582938,126493.3506,355.659037,21.15931603,4.059246288,2666,-574,722,274.6043461,32435.55249,180.09872980000003,8.008188457000001,1296,979855.8711,8800899.415,742026.3459999999,18517538,75840820,4826083,2.9922090110000004,3.1202835510000004,3.04763007
11536,1,-4272,1838,615.1621102000001,362544.4841,602.1166699,33.92521862,-4.5371271360000005,6110,107,2686,1068.268839,99203.95215,314.9665889,11.15013564,2.007294171,2579,-960,603,316.061777,48188.55054,219.51890699999998,12.89949703,1563,669573.3052,5101818.928,561771.8309,24219163,73036692,6393283,3.344233435,2.825042175,3.0419669889999996
11537,1,-1010,1707,356.5366391,118962.0273,344.9087232,10.33095633,1.707727323,2717,294,2362,1081.436993,128021.9365,357.8015323,4.625376226,1.4742629409999999,2068,-1198,1188,533.4655858,227971.2773,477.46337800000003,2.8164870669999997,2386,776991.3874,7037520.784,5581931.04,8135576,74848382,18213474,3.126496082,2.778144684,2.945944411
11538,1,-525,363,200.9465492,19131.89819,138.3181051,3.057761357,0.1037153,888,598,1441,1016.929101,13760.7146,117.3060723,5.395248951,-0.526853471,843,-465,534,242.5620732,16599.68726,128.8397736,10.42049097,999,579367.6804,4995438.308999999,462189.8763,2584289,66185267,3765527,2.7764135469999998,2.663713857,2.957912283
11539,1,-242,10,137.795478,1973.652344,44.42580718,1.374808805,0.556428746,252,911,1058,1013.283539,701.1523437999999,26.47928141,1.8415347990000002,-1.028206368,147,168,267,216.0682401,467.20288089999997,21.61487638,-0.617940739,99,150256.80599999998,4278583.383,208070.7543,1215206,65711586,2987871,2.7578947730000003,2.818749888,2.963333338
11540,1,-2919,1939,590.5271744,317470.7334,563.445413,10.80159005,-1.463227614,4858,-19,2392,1062.1445509999999,158572.3455,398.2114331,2.130756718,0.127364469,2411,-920,752,301.5123857,50055.20313,223.7302016,9.643426454,1672,3426338.695,9461305.274,925154.4312,22318230,72201667,5818222,3.224711297,2.438967834,3.0539872239999997
11541,1,-393,-30,197.66903369999997,7216.374756,84.94924812,0.060407385,-0.589249671,363,754,1225,1012.638447,11072.91309,105.2279102,-0.154028009,-0.117284258,471,49,326,202.4249475,3273.142334,57.21138291,0.372199007,277,406870.0126,4641649.577,271123.4272,2500675,65627944,2622455,2.991801024,2.280269423,2.560041458
11542,1,-464,858,255.29039840000002,64538.77734,254.04483330000002,3.2222378189999996,1.7101797069999998,1322,578,1509,1052.964276,25150.357180000003,158.5886414,1.644355651,-0.391997274,931,39,485,216.8049599,6433.618896,80.20984289,3.466785199,446,853894.6821,4483958.609,255124.5749,4171084,70958961,3008281,1.996663576,1.8398335780000001,2.469947095
11543,1,-4383,3060,801.2775541,617670.7031,785.9202906,15.73234678,-1.8081547340000002,7443,-892,4764,1197.397145,412807.5564,642.5010167,16.79718873,2.6695641080000003,5656,-1366,1009,417.099752,95615.94702,309.2182838,12.35717963,2375,2023861.073,6645759.017000001,1243879.522,41090926,91760635,11134221,3.36170963,3.1977527489999997,3.1834984210000004
11544,1,-505,161,167.7322084,12234.45996,110.60949309999998,2.555996036,-0.314982632,666,549,1284,1000.272877,15892.73999,126.06641100000002,4.108279965,-1.367911486,735,-405,495,300.7005362,13241.02734,115.06966299999999,17.25922994,900,206413.0103,5059246.865,599483.0279,1800582,64034933,5786932,2.994892213,2.3176908480000002,3.310249859
11545,1,-2666,2363,618.0747452,358631.2908,598.8583227999999,8.680835771,-0.525279518,5029,166,2774,1116.977548,222039.5771,471.2107566000001,3.60570447,1.2450216170000001,2608,-1297,881,369.7800867,75295.29688,274.399885,14.49299699,2178,1275883.476,6502708.967999999,460888.8114,24449049,79848886,8751188,3.18888159,2.625199774,3.083716232
11546,1,-5000,3242,799.9930272999999,630138.2813,793.8124975,24.754422199999997,-2.556659586,8242,-480,4647,1150.670416,316716.5381,562.775744,25.48057505,3.775981967,5127,-1435,1188,406.5201025,103366.4834,321.5065838,13.04187729,2623,5138314.788,9448049.179,588772.6339,40959286,84738714,10576550,3.3936002089999997,3.3901244669999997,3.0540391369999997
11547,1,-4494,2343,1035.3267150000001,998933.8906,999.4668032,8.851504921,-2.490896738,6837,-1117,3049,1185.720311,367826.3906,606.4869254,5.597493005,0.8887983979999999,4166,-1574,1712,484.89067710000006,146482.5146,382.7303419,12.197347800000001,3286,24820126.21,11203552.5,930963.078,68601690,89979690,15047614,2.95886757,3.031394365,3.2250309219999997
11548,1,-4989,2373,846.1293766000001,707792.6794,841.3041538999998,16.84591821,-2.426792367,7362,-588,4480,1267.358295,538042.4998,733.5138034,9.800381978999999,2.387348287,5068,-1069,2168,461.4087295,132534.6248,364.0530521,12.17496297,3237,8157339.332,17376590.5,1957836.905,45819835,102796611,13625473,3.230359758,3.181064428,3.252451535
11549,1,-3606,1757,582.7129305,328793.5388,573.4052135,21.42768189,-2.9010206039999997,5363,-147,3098,1112.376573,150347.3318,387.74647880000003,11.59582746,1.9205158830000002,3245,-1871,762,396.60130330000004,103207.2773,321.2588946,27.40117173,2633,3387919.9710000004,8653774.344,1748257.572,21731479,79192425,10066726,3.357263258,3.14151627,3.308984379
11550,1,-3484,2969,652.5336557,396489.6619,629.6742506,18.87045325,-0.45036904,6453,-78,4696,1121.805228,300250.7031,547.9513693,30.42837689,4.686781827,4774,-980,851,330.969858,45397.57007,213.06705530000002,16.34303033,1831,3354678.392,8218349.878,652941.3185,27251211,80540606,7010627,3.360996253,3.33012586,3.3283017110000004
11551,1,-1050,2535,478.20402939999997,226824.7148,476.2611834,14.99936387,3.323008246,3585,588,1970,1038.604525,29771.329830000002,172.54370409999999,13.27998877,1.993078041,1382,-811,643,286.5794229,41531.81226,203.793553,9.214363311,1454,7209654.364,4914946.895,1107215.213,14635462,69036759,5256177,3.1478325789999997,2.9871075539999996,2.946412
11552,1,-333,1070,193.9773666,31654.82715,177.9180349,13.33322294,2.506985343,1403,862,1107,1030.062923,1867.038086,43.20923612,2.506334517,-1.228750755,245,59,267,165.0928243,2197.73999,46.88005962,-0.057870871,208,149683.6311,4553207.671,179941.93,2408142,67905896,1744361,3.101506089,2.62528809,2.8657313589999998
11553,1,-646,1666,310.89847119999996,94206.06226,306.93006089999994,12.399308900000001,2.849768034,2312,607,1901,1049.351191,28845.312260000002,169.8390775,10.07933097,1.657817088,1294,-168,594,182.0907655,13987.77905,118.2699415,4.158580052,762,1296100.015,5627365.78,761486.0244,6186103,70472827,2122051,3.1487442789999998,2.871802287,2.430421386
11554,1,-121,70,55.54066641,2208.050537,46.98989825,-0.833890502,0.051270704,191,970,1058,1020.5018449999999,226.98803709999999,15.06612217,0.843233213,-0.422028156,88,138,257,192.3985528,1207.554443,34.74988408,-1.05459698,119,16516.93085,4440500.869,98950.50317000001,197425,66651137,2369101,1.841756145,2.906623497,1.504518935
11555,1,-232,-10,104.0441613,2713.933594,52.09542776,0.411932552,-0.874524014,222,803,1088,1005.754925,2083.202148,45.64210938,6.902442623,-2.028997566,285,178,653,272.2777477,4216.243896,64.93261042,19.36182428,475,136349.6222,4374348.385,409625.5587,692812,64738750,4744651,2.439946215,2.382454885,2.893978624
11556,1,-121,-10,60.09159675,579.1210937999999,24.06493494,0.448276967,-0.49178884,111,980,1049,1011.1666529999999,210.6210938,14.51279069,1.7530875469999998,0.35707694700000003,69,257,316,285.15259069999996,336.1835938,18.33531003,-1.099547861,59,25446.119590000002,4265916.432,358842.9645,231104,65437312,5203968,2.7633052989999998,2.655283594,1.64284785
