,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
11598,1,-2444,3484,732.2971455,503605.49,709.6516680999999,5928,-1343,4764,1307.143791,617089.6794,6107,-3396,632.0838305,378622.6162,4980,34320583,109351993,25569918
11599,1,-262,151,71.73192281,4853.272461,69.66543232,413,784,1215,1033.587215,5148.209961,431,9,180.0656564,2272.573975,268,329310,68371362,2075113
11600,1,-101,40,46.502856099999995,459.66381839999997,21.43977188,141,990,1058,1030.669412,155.95996090000003,68,89,138.8895132,883.439209,237,138401,67985884,1234579
11601,1,-767,2161,324.8351505,105502.6162,324.8116627,2928,607,1872,1048.4543390000001,23563.413090000002,1265,-445,191.7534631,18021.79077,1048,6753144,70352416,2353241
11602,1,-808,2979,516.324011,265897.3142,515.6523191000001,3787,254,3019,1084.976101,87008.75366,2765,-772,376.9986945,100912.6716,3009,17061791,75339081,9096193
11603,1,-535,1363,255.56313430000003,65221.96851,255.38592069999999,1898,803,1284,1017.6166400000001,5826.0625,481,-59,236.8682387,8786.717773,554,4180001,66274792,3590820
11604,1,-464,545,168.8945214,17312.53491,131.5771063,1009,784,1215,1015.493576,6292.425537,431,-485,313.7910332,37794.96484,1247,1825623,65998541,6301748
11605,1,-424,929,269.4059147,72494.27318999999,269.2476057,1353,843,1411,1028.2448259999999,6630.390381,568,-356,227.72293340000002,22952.42163,1118,4645091,67666395,3318895
11606,1,-424,1151,206.9252582,35877.08984,189.412486,1575,647,1401,1022.321768,14631.30835,754,-1633,454.2130385,152245.9685,2801,2740356,66889075,13203807
11607,1,-585,2222,415.0583167,172258.8711,415.0408065,2807,647,1892,1038.938243,26299.81812,1245,-2039,403.830971,114906.0623,2860,11025498,69081131,10437085
11608,1,-696,696,189.8922392,35717.967769999996,188.99197809999998,1392,784,1303,1032.455825,4421.183594,519,9,234.85850130000003,7736.648193000001,634,2307780,68221762,3530145
11609,1,-1282,2393,413.6041473,168214.4939,410.13960289999994,3675,676,1715,1021.6982800000001,17888.30371,1039,-188,287.3532778,33398.84375,1494,10948377,66807512,5284602
11610,1,-5000,5060,1011.3641,1004783.902,1002.3890970000001,10060,-2470,4647,1263.679715,598979.0759,7117,-1366,695.2004095,416392.4705,5989,65462870,102200731,30931431
11611,1,-727,383,197.5895367,23314.89746,152.69216569999998,1110,823,1588,1023.845661,12444.875,765,-1188,321.1463597,86522.19116,1831,2498664,67088636,6600639
11612,1,-777,747,262.53821150000005,46613.42188,215.90141699999998,1524,647,2049,1036.4885960000001,41004.59351,1402,-1871,373.2415019,118401.8662,2623,4411284,68755751,8915790
11613,1,-686,2010,346.057618,115778.9961,340.2631277,2696,558,1421,1060.60344,28605.21777,863,-39,233.4432145,9677.52124,425,7664376,71992298,3487727
11614,1,-1373,909,376.5728474,141271.6208,375.8611723,2282,98,2117,1162.961642,181958.6475,2019,-297,306.9687739,27577.111080000002,1178,9075655,86558706,6030709
11615,1,-1929,1787,607.7748478,365555.94700000004,604.6122286,3716,78,2156,1180.4528,248568.8125,2078,-594,341.3930332,61448.97632,1633,23640977,89182004,7459149
11616,1,-2010,1242,703.0820765,474133.7725,688.5737232999999,3252,0,2274,1301.949758,315365.988,2274,-801,384.4280248,99068.13965,1731,31636762,108484683,9458234
11617,1,-666,-141,344.5270082,10180.08765,100.8964204,525,490,1205,978.4375779,19105.70313,715,49,133.56927040000002,1312.4335939999999,149,7596727,61269766,1141808
11618,1,-595,-70,280.6201559,10536.92358,102.6495182,525,558,1372,989.1234281999999,22370.09375,814,-108,166.9514806,4439.884521,424,5039851,62615370,1783859
11619,1,-1020,2474,606.9763690000001,364537.4648,603.7693805,3494,666,1490,1024.796619,15505.911869999998,824,-376,304.42612510000004,42967.16968,1455,23578900,67213319,5931217
11620,1,-525,555,202.0397934,28111.038819999998,167.6634689,1080,656,1323,1021.9983869999999,20684.548580000002,667,-108,274.0581599,25015.83984,682,2612485,66846765,4806904
11621,1,-535,666,195.83491130000002,33247.99609,182.3403304,1201,343,1784,1039.967946,58622.33179,1441,-475,339.0696831,48903.186519999996,1336,2454484,69218133,7357968
11622,1,-1545,2121,455.0433358,206833.7773,454.78981669999996,3666,343,2637,1056.473334,62754.413089999995,2294,-475,367.0772015,81478.47437000001,2276,13252124,71432698,8623723
11623,1,-454,1020,249.90266859999997,61710.4834,248.41594840000002,1474,607,1950,1027.402778,27170.334960000004,1343,-257,345.4582553999999,54236.694339999995,1811,3996886,67555614,7637850
11624,1,-838,919,234.10674649999999,48905.80859,221.1465772,1757,676,1823,1004.772907,28168.78809,1147,-366,408.0071231,86698.87109,2217,3507582,64612390,10654068
11625,1,-202,0,93.13036897,1619.8903810000002,40.24786182,202,941,1068,1016.832183,484.8349609,127,148,209.99966519999998,933.3044434000001,149,555089,66172652,2822391
11626,1,-111,30,66.81621248,689.8398437999999,26.26480237,141,990,1049,1019.7931619999999,151.76464840000003,59,158,214.5395141,291.37084960000004,89,285722,66558598,2945741
11627,1,-121,40,57.01754116,1276.3085939999999,35.72546142,161,980,1049,1016.1538390000001,185.6210938,69,188,222.34337889999998,353.56030269999997,79,208064,66084392,3163941
11628,1,-1303,424,208.88644490000001,38338.71069,195.8027341,1727,470,1441,1030.866679,18297.919680000003,971,-594,333.265988,77542.89746000001,2584,2792547,68011911,7108238
11629,1,-2343,1161,468.63328550000006,199656.7646,446.8296819,3504,392,1598,1080.18726,69842.85522,1206,-643,269.3776972,36843.34375,1405,14055498,74675489,4644118
11630,1,-2272,1979,586.9069746,310987.9509,557.6629367,4251,352,2725,1076.857305,148591.4063,2373,-990,370.110161,91931.46875,1742,22045427,74215786,8766818
11631,1,-1939,727,407.29856980000005,128304.6094,358.196328,2666,343,1490,1026.86565,44490.874019999996,1147,-435,210.0358972,17754.511469999998,939,10617096,67484996,2823365
11632,1,-2424,797,466.71734289999995,176164.4412,419.7194791,3221,245,2254,1073.6448289999998,105288.9023,2009,-910,305.88210039999996,57505.40991,1642,13940805,73773646,5988087
11633,1,-858,535,300.9221245,81157.24609,284.88110869999997,1393,470,1784,1085.5301630000001,58912.54467999999,1314,-851,268.8545146,33596.77734,1286,5795464,75416047,4626096
11634,1,-3868,4333,952.0808051000001,899874.0583,948.6169187,8201,-1088,4735,1241.133353,619531.8594,5823,-1000,448.6413517,131120.2969,2742,58013303,98586368,12881860
11635,1,-2040,767,405.246607,140325.585,374.6005672,2807,352,1392,1027.726374,56033.99121,1040,-663,274.55859460000005,42173.05444,1276,10510388,67598176,4824475
11636,1,-393,-131,233.6327246,3140.339844,56.03873521,262,745,1127,1001.057925,5426.725586,382,108,169.98786719999998,1027.7460939999999,139,3493392,64135486,1849336
11637,1,-2979,909,542.3179562000001,262973.0603,512.8089901000001,3888,117,1872,1066.006383,151716.5212,1755,-514,249.72647540000003,26547.75,1068,18822961,72727655,3991252
11638,1,-3070,3121,707.2601073,479691.8201,692.5978776000001,6191,-2235,4794,1196.9292679999999,507646.5544,7029,-1227,339.15734269999996,64522.16382,1791,32013879,91688939,7361773
11639,1,-5000,4040,884.1734663999999,754589.2568,868.6709716,9040,-1117,4686,1170.698743,332779.49,5803,-801,254.1562634,32733.15625,1365,50032814,87714275,4134106
11640,1,-535,242,278.89256439999997,21300.569340000002,145.9471457,777,617,1441,1014.5852679999999,25473.200930000003,824,-49,173.0034772,4144.868896,395,4977988,65880529,1915533
11641,1,-2818,2262,618.4175622,324434.5693,569.5915812000001,5080,-254,3441,1112.715288,225847.7969,3695,-811,244.5311202,38186.46875,1405,24476178,79240660,3826910
11642,1,-797,656,283.70032599999996,77666.92871000001,278.68786969999996,1453,39,2019,1064.88971,138672.1006,1980,89,271.3448567,11798.10059,742,5151096,72575366,4712194
11643,1,-1333,1262,469.4163098,217784.033,466.67336860000006,2595,39,2245,1235.74163,231159.7344,2206,-415,322.8670392,48502.86621,1286,14102507,97731672,6671560
11644,1,-2050,777,576.7278522999999,322885.0427,568.2297447000001,2827,-176,2500,1281.8960630000001,340484.9568,2676,-990,352.454607,79240.49121000001,1772,21287361,105168481,7950352
11645,1,-1010,10,364.5355778,30426.178710000004,174.4310142,1020,186,1558,1012.04875,71575.16967999999,1372,-108,159.3528906,12765.20313,513,8504716,65551531,1625174
11646,1,-4989,2323,924.7690421,784873.3711,885.9307936,7312,-941,2637,1236.024512,409780.7881,3578,-1445,505.07545849999997,231414.085,4544,54732658,97776422,16326478
11647,1,-2696,2141,574.8642231000001,295861.249,543.9312907000001,4837,-147,2294,1041.805067,187571.9373,2441,-1287,355.6123021,91333.15015,2504,21150008,69462899,8093447
11648,1,-4565,3111,744.7692176,530762.6318,728.5345783,7676,-1647,4725,1196.581348,364621.0759,6372,-1108,282.9364438,48535.686519999996,1533,35499596,91635643,5123394
11649,1,-1111,2000,395.31251480000003,154242.7634,392.7375249,3111,666,1450,1081.919648,26185.0625,784,-504,281.9888351,31110.82788,1137,10001407,74915208,5089133
11650,1,-4979,2868,760.4797622000001,574792.9365,758.1509985,7847,-245,3490,1135.193548,192357.2322,3735,-287,252.3345374,15875.828130000002,841,37013086,82474521,4075054
11651,1,-3898,3535,855.2393214,673646.6443,820.7597969,7433,-68,2852,1201.259118,181262.7021,2920,-1069,346.91589849999997,97977.02515,2267,46811795,92353502,7702441
11652,1,-3686,3484,759.3347313999999,541707.8357,736.0080405,7170,205,3598,1145.104253,222371.5,3393,-1287,348.7941728,98248.375,2564,36901711,83920880,7786072
11653,1,-515,50,251.34833270000001,14906.52124,122.0922653,565,460,1333,992.3656631000001,41250.57397,873,-19,155.35388030000001,5472.706787,335,4043263,63026535,1544629
11654,1,-878,828,357.3665835,72294.77246000001,268.8768723,1706,88,2813,1134.700642,192743.0017,2725,-277,163.28890230000002,10355.17749,603,8173496,82402915,1706449
11655,1,-575,30,293.76396239999997,16063.98413,126.7437735,605,549,1598,1002.0523699999999,38464.939210000004,1049,-386,147.74116940000002,7446.197020999999,663,5523025,64262973,1396957
11656,1,-383,10,197.27855469999997,6220.017334,78.86708651,393,647,1245,1031.230257,8064.871094,598,99,187.0224335,1345.2692869999998,188,2490805,68059894,2238553
11657,1,-838,1181,272.3370212,70452.16967999999,265.428276,2019,656,1362,1051.5037220000002,24482.53687,706,-49,213.6786796,10940.407959999999,415,4746717,70762245,2922149
11658,1,-2909,2959,678.8176071,446378.3398,668.1155137999999,5868,-676,4529,1238.054409,415926.0586,5205,-3178,533.7479215,247190.1943,3841,29490774,98097838,18232758
11659,1,-1868,1202,572.8475201,320666.624,566.2743364,3070,29,2254,1223.831369,225026.6943,2225,-1079,344.7911506,77709.99121000001,1979,21001874,95856846,7608380
11660,1,-2050,757,537.1514568,267678.5225,517.376577,2807,117,2176,1229.686679,243162.28100000002,2059,-1534,391.29718169999995,111796.5701,2395,18466028,96776277,9799263
11661,1,-373,1151,232.99802169999998,52664.239989999995,229.48690589999998,1524,784,1196,1027.836069,6750.685303,412,-257,261.5382381,12396.06934,752,3474437,67612607,4377744
11662,1,-474,797,187.447576,32186.746089999997,179.40665009999998,1271,823,1127,1006.981349,2981.1875,304,138,269.8347585,3139.544678,267,2248742,64896732,4659891
11663,1,-202,242,75.88200132,5521.206787,74.30482344,444,774,1078,1011.3065029999999,1693.749023,304,168,266.2722115,1312.099365,198,368517,65455414,4537657
11664,1,-414,50,161.8019623,9571.109375,97.83204677,464,656,1676,1052.9780759999999,29598.954830000002,1020,-277,260.2325282,18325.90625,663,1675512,70960821,4334142
11665,1,-2595,2151,559.2997296,275143.8037,524.5415176,4746,176,2872,1023.438918,140647.1563,2696,-1009,309.7719423,55494.819339999995,2236,20020236,67035342,6141354
11666,1,-4181,3282,780.0558774,575652.5994,758.7177337,7463,68,3215,1122.970426,215779.988,3147,-495,234.42679429999998,20909.90601,1049,38943179,80708005,3517179
11667,1,-1949,1444,461.69856239999996,198143.9961,445.1336834,3393,411,2431,1085.3407300000001,90702.1084,2020,-1118,312.16394429999997,59342.06812,1791,13642596,75389728,6236565
11668,1,-1525,717,478.71306969999995,213057.0408,461.5810230000001,2242,127,2127,1206.741105,192777.8428,2000,-2415,529.6635725,256837.12399999998,3157,14666637,93198342,17954784
11669,1,-3474,1555,694.8336019,461836.6482,679.5856445000001,5029,98,3990,1280.6384460000002,398446.9451,3892,-2306,457.549929,167262.8506,3246,30898799,104962229,13398524
11670,1,-666,1181,304.3492546,92627.99609,304.3484781,1847,490,1284,1038.6284150000001,22511.038819999998,794,39,218.37052799999998,4278.569336,396,5928222,69039935,3051884
11671,1,-1666,919,481.1169784,206336.4353,454.2427053,2585,117,2519,1210.252434,231257.7693,2402,-1425,380.12138280000005,114492.9431,2167,14814307,93741501,9247505
11672,1,-2040,2161,642.1116166,396592.3552,629.7557901,4201,-9,2264,1296.9091859999999,307510.2969,2273,-1059,359.3359327,93554.70996000001,2078,26387669,107646300,8263828
11673,1,-1565,565,338.4681253,79375.1189,281.7359027,2130,401,2039,1046.318061,62684.22827000001,1638,-910,269.5931541,49118.21875,1454,7331883,70066015,4651550
11674,1,-4969,2707,782.8863363,586071.3611,765.5529773,7676,68,4166,1107.414112,238920.115,4098,-2425,378.648068,120341.5544,2959,39226305,78487425,9175959
11675,1,-5000,3929,872.8190498,710652.3086,843.0019624,8929,-509,4519,1151.4620869999999,346507.2969,5028,-1306,363.5366213,97945.43652,3048,48756038,84855356,8458168
11676,1,-2888,2020,697.5627324,430654.1248,656.2424283,4908,-529,4058,1219.128666,450300.6111,4587,-267,215.2677838,22614.59277,831,31142001,95121581,2965774
11677,1,-2464,1464,555.6820696000001,297691.8398,545.6114367,3928,637,1823,1089.130882,46749.90405,1186,-821,246.75364109999998,32416.070069999998,1335,19762084,75917189,3896791
11678,1,-1494,1242,460.3555182,196547.3279,443.3365853,2736,166,2166,1195.843942,199711.1619,2000,-762,304.6712624,57674.18726,1643,13563341,91522735,5940773
11679,1,-1575,1444,475.1500914,209041.8455,457.210942,3019,166,1872,1147.935341,138189.8533,1706,-1148,313.5803326,61684.30859,1821,14449127,84336355,6293288
11680,1,-1797,1272,385.3609307,107351.1208,327.644809,3069,441,1970,1037.593377,46597.03491,1529,-475,210.2782011,16061.130619999998,791,9504195,68902401,2829883
11681,1,-474,323,174.7806661,16990.58984,130.3479568,797,568,1431,1032.350927,31459.4375,863,-19,205.797572,7471.241943000001,454,1955090,68207900,2710569
11682,1,-727,1242,283.3445065,74030.75952,272.08594139999997,1969,950,1303,1075.048742,7182.208740000001,353,-99,195.136851,4549.347412,366,5138183,73966707,2437017
11683,1,-1262,2191,433.3327784,182518.78100000002,427.2221682,3453,215,1803,1138.142634,127077.8906,1588,-1089,337.3229165,76598.03809,1584,12017747,82903594,7282352
11684,1,-414,-40,267.961751,4105.964844,64.07780305,374,666,1480,1031.4015570000001,17356.075930000003,814,49,178.99214369999999,1740.433594,248,4595424,68082507,2050444
11685,1,-2929,1606,613.5467712999999,303531.2029,550.9366596,4535,9,2392,1036.056926,167615.6326,2383,-1207,345.801989,88498.42749,2375,24092137,68698493,7653057
11686,1,-3292,1747,572.1830591,281443.5115,530.5124989,5039,-78,2745,1118.976129,180462.0681,2823,-1247,311.0867293,71449.2146,1860,20953181,80134885,6193597
11687,1,-4131,3494,912.5580375,800345.2947,894.6201957999999,7625,-1127,4803,1222.348297,478417.8298,5930,-1792,480.1935645,161408.6404,3940,53296779,95624663,14757495
11688,1,-2252,1060,498.2276086,224331.5225,473.63648770000003,3312,9,2127,1060.886562,124886.4587,2118,-940,298.9040398,48716.18359,1484,15886768,72030739,5717992
11689,1,-353,10,213.8868349,5766.325928,75.93632812,363,794,1303,1024.868444,10624.595459999999,509,49,173.646327,1385.7067869999998,208,2927845,67222741,1929795
11690,1,-818,-30,278.8925925,16160.77319,127.1250298,788,333,1421,1004.630584,40688.32983,1088,39,164.7591519,2087.67749,218,4977989,64594087,1737317
11691,1,-2292,767,497.0009903,189926.322,435.8053717,3059,215,2529,1064.42254,128740.8281,2314,-564,233.890065,24395.92871,1078,15808639,72511702,3501092
11692,1,-1262,565,343.29249100000004,85376.56812000001,292.19268999999997,1827,421,1725,1067.5408949999999,62588.77734,1304,-69,197.0783474,5908.967772999999,465,7542383,72937188,2485752
11693,1,-404,141,205.72155790000002,16092.54468,126.8563939,545,872,1519,1073.111517,21566.10913,647,19,216.3881423,3592.322021,268,2708567,73700373,2996725
11694,1,-1838,2232,580.9043998999999,318924.1599,564.7337071000001,4070,392,1470,1112.67057,60844.70288,1078,-891,368.5181898,79888.18652,1584,21596795,79234291,8691562
11695,1,-545,606,209.5717732,36107.42554,190.01953989999998,1151,392,1784,992.2192534,28656.751710000004,1392,-762,538.3481535,165463.324,2811,2810901,63007939,18548399
11696,1,-3535,2363,632.5035573,385465.0898,620.8583493,5898,186,3656,1135.6750539999998,165793.4236,3470,-1326,341.81201430000004,63957.01342999999,2088,25603888,82544501,7477469
11697,1,-1727,626,448.1007316000001,181771.822,426.3470676,2353,117,2029,1172.10985,144584.2334,1912,-683,322.2941688,57782.80859,1405,12850833,87925856,6647906
11698,1,-1434,1010,491.0618278,232387.7773,482.0661545,2444,-98,2215,1175.4733820000001,240479.4587,2313,-1396,392.3946116,101460.9443,2207,15433070,88431211,9854306
11699,1,-3363,535,515.5155338000001,217993.5291,466.8977715,3898,-441,1607,1113.966323,174993.7773,2048,-435,235.7657405,22376.11694,890,17008401,79418942,3557471
11700,1,-252,1131,237.6609981,52398.74121,228.90771329999998,1383,137,1745,1057.366555,92994.33984,1608,-237,301.09837989999994,15609.91968,870,3614896,71553538,5802255
11701,1,-4838,2282,968.7835236,897516.2791,947.3733578,7120,-774,4490,1346.345592,466792.6912,5264,-2950,603.0068796,329131.6462,3821,60066657,116009373,23271507
11702,1,-2292,1000,686.3534986000001,434456.7344,659.1333206,3292,-49,2294,1291.9209230000001,305820.9939,2343,-1574,408.8444272,128166.0291,2722,30149192,106819819,10697841
11703,1,-1535,1888,497.78058980000003,195108.0935,441.7104182,3423,-147,3823,1119.137642,251906.4834,3970,-1079,277.182025,39869.8125,1623,15858273,80158020,4917112
11704,1,-545,262,177.14515590000002,20289.68359,142.4418604,807,382,1686,1047.006387,70939.55859,1304,59,242.58580959999998,4427.733397999999,376,2008346,70158232,3766264
11705,1,-747,1626,288.2501355,79855.1521,282.58653910000004,2373,941,1450,1095.080362,15048.96484,509,-257,256.44809419999996,19715.14746,672,5317641,76748864,4209000
11706,1,-1525,1949,592.4846385,323185.5662,568.4941215,3474,29,1843,1184.0432779999999,151580.2556,1814,-653,299.1257835,47841.10718,1375,22466435,89725343,5726479
