,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
11755,1,-737,545,231.1103971,38933.157960000004,197.31487009999998,2.7448287110000003,-0.53690078,1282,352,1862,1111.559061,64670.47827000001,254.30390930000004,2.776635924,1510,-306,281.65950739999994,22412.5564,949,3418369,79076067,5077253
11756,1,-4585,4202,895.9030796,773800.7361,879.6594432,16.89085576,-0.263979009,8787,-1362,4794,1238.8953689999998,543997.0251,737.5615399000001,12.06356648,6156,-2475,529.5631749,243151.96,3524,51369109,98231151,17947978
11757,1,-686,545,251.4750547,26860.101319999998,163.89051630000003,6.527251347999999,0.900144761,1231,431,1598,1012.580822,28224.0603,168.0001795,3.656653656,1167,-1762,437.72390700000005,137415.1084,2999,4047341,65620475,12262542
11758,1,-707,505,251.2697442,54920.761470000005,234.35179,1.152407667,-0.644962346,1212,666,1784,1127.8103720000001,46334.25952,215.25394190000003,2.1109999669999997,1118,-396,228.71273599999998,13764.782959999999,752,4040735,81405199,3347809
11759,1,-1414,878,436.3356828,168248.3181,410.1808359,2.400868804,-0.9234781040000001,2292,264,2088,1127.169103,129151.8193,359.3769878,0.887865435,1824,-1504,366.0512046,93749.36304,2286,12184885,81312652,8575583
11760,1,-1666,1303,619.8684336,359381.3818,599.4842632,0.89420594,-0.49514656700000004,2969,49,2156,1214.10226,243296.738,493.2511916,0.016647848,2107,-1227,381.29618569999997,98609.20215,2207,24591160,94338835,9304754
11761,1,-575,252,310.0591425,24203.75562,155.5755624,1.273217922,0.353134422,827,509,2284,1013.78706,73509.9646,271.1272111,8.821773952000001,1775,-118,178.361422,4695.970459,474,6152747,65776909,2036019
11762,1,-313,-171,241.0351699,1297.657959,36.02301985,-0.667487476,0.026435571,142,852,1088,998.6460991,1851.327148,43.02705136,1.424419058,236,108,171.865727,886.9763184000001,149,3718269,63826818,1890421
11763,1,-323,-121,218.42085950000003,1811.304443,42.5594225,-0.084634044,-0.063448021,202,931,1078,1006.0814529999999,1075.372803,32.79287732,-0.355816487,147,99,172.9117821,876.1677245999999,148,3053291,64780793,1913503
11764,1,-555,-121,222.5496082,4868.751709,69.77644093,13.6807609,-3.388482607,434,529,1215,1007.8015519999999,10031.05859,100.15517259999999,13.48067608,686,108,186.3169343,800.4755859,149,3169813,65002494,2221696
11765,1,-535,-10,201.55640490000002,8061.654053,89.78671423,3.82192551,-1.4729691580000002,525,490,1500,1039.658613,25069.56152,158.3337031,3.4990889889999996,1010,39,208.4404516,1595.2126460000002,267,2599999,69176962,2780635
11766,1,-616,1070,259.25723230000006,57726.33496,240.2630537,7.3288282979999995,1.304888665,1686,637,1254,1006.2286640000001,16180.22559,127.20151570000002,0.966745375,617,-297,251.9598182,12365.36621,752,4301716,64799752,4062960
11767,1,-4000,2454,678.2411306,428360.3975,654.4924732000001,19.61677566,-2.146085821,6454,-9,3558,1125.2586720000002,197277.2537,444.159041,14.86337272,3567,-2316,441.9218858,159319.533,3088,29440706,81037253,12498877
11768,1,-1888,2707,579.464691,309590.9861,556.4090097,11.340274800000001,1.0705747540000001,4595,254,2107,1067.3773199999998,108879.0225,329.9682143,1.171932325,1853,-2257,441.6191091,132277.1875,3257,21489877,72914838,12481756
11769,1,-1282,484,311.61790510000003,68776.62109,262.2529716,7.001684305,-1.822439128,1766,588,2088,1068.6436640000002,45790.28125,213.986638,7.315832036000001,1500,-821,266.0232896,28493.175539999997,1484,6214766,73087954,4529177
11770,1,-1252,1424,372.55471489999996,116943.8611,341.97055589999997,7.948048496,0.38918171799999995,2676,617,1892,1102.579596,58880.6853,242.65342630000004,3.0701498419999997,1275,-1247,379.0185723,104729.0212,2128,8883009,77803633,9193925
11771,1,-4767,1868,787.4919246000001,581555.8398,762.5980854,19.00818353,-2.9859983889999997,6635,156,2960,1123.843517,179082.9844,423.18197549999996,5.698569384,2804,-1514,371.0348914,96831.32202,2216,39689186,80833552,8810681
11772,1,-2929,2535,645.5388616,390481.4841,624.8851768,9.416310633,-0.440805027,5464,166,3000,1155.942047,215482.0427,464.20043380000004,3.3413570939999997,2834,-1069,375.825321,93686.60327,1861,26670107,85516929,9039659
11773,1,-696,3868,767.7261068,525536.6084,724.9390377000001,9.776186892,2.88458418,4564,58,1882,1020.930749,153934.4365,392.34479289999996,0.052715677,1824,-1673,613.0585591,243719.90600000002,3445,37721816,66707174,24053811
11774,1,-1222,939,321.54621560000004,102852.8584,320.7068107,5.537247047,-1.294735369,2161,735,1872,1065.120071,37191.78101,192.85170730000002,6.913009794,1137,-366,283.6728419,35221.01465,1019,6617086,72606769,5150098
11775,1,-50,181,82.06656978,2680.814209,51.77657973,-0.42287817899999997,0.19833613100000003,231,911,1147,1020.5240150000001,1865.988037,43.19708366,1.135667775,236,-138,238.557645,6915.584961,494,431035,66654033,3642224
11776,1,-707,585,240.61584399999998,52440.7771,228.9995133,2.484802593,-0.367885426,1292,764,1823,1014.808172,20438.65234,142.9638148,15.62948735,1059,-277,283.965722,21572.34277,831,3705343,65909480,5160738
11777,1,-242,505,143.1470507,16652.888430000003,129.04607099999998,2.842279666,1.449674757,747,852,1225,1005.07914,5021.181396,70.86029492,0.324750904,373,-217,291.869486,16142.02319,741,1311429,64651781,5452019
11778,1,-515,434,191.6349068,34965.18359,186.98979540000002,0.9120614979999999,-0.559945746,949,882,1441,1025.790495,10028.47241,100.14226090000001,6.579951245,559,-396,279.29828369999996,32345.183589999997,871,2350332,67343753,4992482
11779,1,-525,363,128.60841729999999,15581.06152,124.82412240000002,5.478785058,-0.661823732,888,823,1147,1018.223016,2012.335693,44.85906478,5.2648400230000005,324,-237,264.9016917,17057.06152,890,1058568,66353799,4491066
11780,1,-454,333,124.988937,14179.42163,119.0773767,4.056092008,-0.869120103,787,931,1333,1023.892092,3966.825928,62.98274309,9.298856564,402,-455,262.1438954,19414.607180000003,930,999823,67094721,4398043
11781,1,-363,343,143.5915975,19840.65991,140.8568774,1.445498704,-0.313580044,706,862,1362,1013.2009300000001,5844.777344,76.45114351,10.33450379,500,-643,292.0294024,30737.02905,1197,1319587,65700872,5457995
11782,1,-363,353,114.26435910000001,13053.05859,114.24998290000002,3.2877765639999996,0.25784804,716,911,1078,1020.52439,815.015625,28.54847851,4.87682823,167,-19,231.51744669999997,4655.679443,365,835606,66654082,3430421
11783,1,-888,363,199.0779135,39400.880619999996,198.4965506,5.659612414,-1.678000999,1251,872,1352,1017.6865619999999,6095.214844,78.07185693,6.89936865,480,-158,236.5450538,11392.99121,563,2536449,66283900,3581028
11784,1,-1000,353,182.59569409999997,33025.01465,181.72785880000004,13.75959756,-2.519950632,1353,843,1392,1024.57675,5433.197021,73.71022332,10.79042831,549,-89,234.85653870000002,6399.433594,455,2133836,67184481,3530086
11785,1,-80,40,25.61737691,507.7148438,22.53252857,0.602340301,-0.005585949000000001,120,990,1058,1023.0573210000001,181.21777340000003,13.461715099999997,0.053878124000000006,68,138,203.4136795,875.5625,139,42000,66985362,2648136
11786,1,-50,20,17.63341997,277.5146484,16.65877092,0.149388049,-0.5427700010000001,70,1000,1039,1022.658476,100.4255371,10.02125427,-0.788960219,39,188,215.0025799,195.74780269999997,69,19900,66933143,2958471
11787,1,-272,272,70.30702756,4832.499756,69.51618341,7.868053205,0.259777771,544,941,1049,1020.549921,325.11303710000004,18.03089119,4.357264548,108,39,209.9135983,890.6708983999999,238,316357,66657417,2820078
11788,1,-272,505,155.49145880000003,23370.67871,152.8747157,2.80128181,1.4782038769999999,777,911,1156,1011.71136,1186.109375,34.43993866,4.458982726,245,9,256.99674730000004,7354.695068000001,416,1547366,65507832,4227029
11789,1,-363,282,128.37852959999998,16476.329830000002,128.3601567,1.106807654,-0.808767763,645,921,1117,1012.1563070000001,1043.636475,32.30536294,1.9398092059999998,196,19,263.3113651,11882.77734,733,1054787,65565465,4437304
11790,1,-151,242,79.52770744,6239.09375,78.98793421,0.7246770370000001,0.396114921,393,941,1117,1020.432583,755.1523437999999,27.48003537,2.175769423,176,89,213.99361119999998,2340.560303,336,404778,66642090,2930769
11791,1,-292,515,125.1803699,15668.40234,125.17348899999999,7.823971431,2.239914575,807,705,1274,1024.130477,7773.751709,88.16888175,5.108722128,569,-415,224.2351932,11478.577879999999,870,1002888,67125967,3218011
11792,1,-565,545,199.7871915,39902.1189,199.75514740000003,3.547656944,-0.570190436,1110,784,1333,1030.551142,13011.6084,114.06843729999999,2.182107638,549,-267,318.07190130000004,30455.29077,1039,2554555,67970282,6474863
11793,1,-313,575,162.6835022,26165.65796,161.75802290000001,2.225577906,1.24105648,888,735,1333,1011.8315460000001,8652.372803,93.01813158,3.339001155,598,-89,270.6305138,15655.87402,861,1693819,65523397,4687416
11794,1,-616,555,171.9349441,29116.678710000004,170.6361003,4.106193236,0.14489017199999998,1171,813,1421,1024.586128,5899.45874,76.80793409999998,10.99668731,608,-376,296.0160996,21961.46875,1108,1891944,67185711,5608034
11795,1,-434,555,167.896499,27466.128660000002,165.7290821,2.228917494,0.723396684,989,823,1147,1018.5313880000001,2163.530273,46.51376434,4.317730351,324,-108,248.9930659,10942.732179999999,702,1804111,66393996,3967843
11796,1,-222,161,60.54053394,3648.397461,60.4019657,3.12767324,-0.51505737,383,911,1058,1020.921176,508.970459,22.56037364,7.328296633,147,9,193.64162290000002,1663.77124,268,234570,66705923,2399813
11797,1,-272,212,77.71884424,5831.777344,76.36607456,2.218186814,-0.464846621,484,960,1088,1022.882477,654.4960937999999,25.58312127,0.953142286,128,89,231.6422349,4678.902344,277,386574,66962468,3434120
11798,1,-545,505,223.85667850000002,49377.74121,222.2110286,0.577708519,-0.238866158,1050,794,1392,1024.199955,15935.64429,126.2364618,2.957162106,598,-237,278.5709907,30925.544680000003,741,3207156,67135075,4966515
11799,1,-363,464,114.82391409999998,12207.96875,110.4896771,6.333041597999999,-0.197142432,827,960,1058,1017.860256,606.0585937999999,24.61825733,-0.36068863100000004,98,-29,250.4716488,4481.698975,385,843810,66306528,4015107
11800,1,-424,535,133.6075176,17259.87109,131.37682859999998,6.542075382,1.0823945670000001,959,960,1088,1024.152249,599.8083496,24.49098507,0.298788578,128,59,190.47485890000002,3298.706787,277,1142462,67128821,2321963
11801,1,-90,-20,53.64815933,187.109375,13.67879289,0.048230264,-0.208901157,70,1009,1039,1026.247594,123.33984380000001,11.10584728,-1.1931663670000001,30,118,158.36251919999998,164.03808590000003,70,184200,67403784,1605036
11802,1,-80,-30,47.77878713,100.1708984,10.00854127,0.726744411,-0.5044664529999999,50,1000,1058,1026.590412,121.46777340000001,11.02124192,0.645468365,58,128,160.5593738,169.31152340000003,60,146100,67448824,1649876
11803,1,-80,-30,57.43202504,116.77246090000001,10.80613071,-0.399690275,0.216156161,50,1009,1049,1024.0366199999999,75.0,8.660254038,0.0,40,148,180.8573765,213.6950684,59,211100,67113664,2093401
11804,1,-60,-10,41.06016926,172.24121090000003,13.12406991,-0.6812841690000001,0.171045836,50,1009,1039,1023.406872,65.234375,8.07677999,-0.467209294,30,158,188.7074041,131.2302246,59,107900,67031144,2279071
11805,1,-50,0,25.52572232,80.05371094,8.947273939,0.469809961,-0.19949520399999998,50,1009,1049,1024.984329,95.99609375,9.797759629,-0.663228082,40,138,183.87202580000002,188.2614746,69,41700,67237944,2163771
11806,1,-50,0,28.85849095,135.52246090000003,11.64141147,-0.594736006,-0.19293605600000002,50,1000,1058,1025.796246,158.98339840000003,12.6088619,-0.308247795,58,138,165.79335780000002,252.12402340000003,60,53300,67344508,1759196
11807,1,-212,444,149.8640008,20644.99121,143.6836498,1.692849794,1.417990226,656,941,1303,1026.330942,2121.52124,46.05997438,18.46612989,362,-19,171.9846923,4481.243896,355,1437390,67414733,1893039
11808,1,0,70,35.53167601,185.8398438,13.63230882,-0.071028155,0.37142547299999995,70,1000,1039,1017.1272119999999,99.85327148,9.992660881,-0.48723272700000003,39,178,215.5306315,275.47241210000004,69,80800,66211057,2973021
11809,1,-515,2888,530.3272722,265018.6443,514.7996157,11.84822258,3.05839436,3403,578,1401,1019.576076,17540.74609,132.4414818,2.06022378,823,-316,400.1639898,88875.58984,2286,17999809,66530264,10248398
11810,1,-797,2484,548.566712,286472.8896,535.2316224,8.655804217,2.664565858,3281,147,1970,1056.888387,124934.8115,353.4611881,0.9202536170000001,1823,-415,439.1757905,118175.6523,1999,19259228,71488836,12344024
11811,1,-969,2393,693.5185199,444115.9365,666.4202402000001,4.030678324,1.923477315,3362,88,1921,1042.210909,103224.2791,321.2853546,1.684607345,1833,-455,490.2879893,153615.2461,2108,30781948,69517029,15384468
11812,1,-646,2202,439.3944518999999,184942.1521,430.0490113,10.82062017,2.890177133,2848,294,2000,1040.6763429999999,65178.484379999994,255.3007724,3.790014249,1706,-564,395.06734,82119.70092999999,2049,12356319,69312464,9989005
11813,1,-383,2646,625.7029672,317885.2517,563.8131355,8.046114044,2.6101429169999997,3029,-127,1882,1046.081154,161190.1553,401.4849378,0.5992885029999999,2009,-405,452.6690465,121740.11300000001,1860,25056269,70034290,13114193
11814,1,-454,2313,437.3540114,163753.6475,404.66485819999997,15.71931155,3.6401621260000003,2767,245,2196,1026.5668210000001,69403.40234,263.4452549,6.448083886,1951,-415,353.89478039999995,56392.67554,1573,12241826,67445724,8015457
11815,1,-181,1656,454.6564122,136694.3318,369.72196549999995,5.558824179,2.3211450680000003,1837,245,1980,1016.994907,91650.03491,302.73756769999994,2.4258135569999997,1735,-554,377.4054517,56402.65234,1454,13229597,66193833,9115832
11816,1,-353,2292,465.63900989999996,180267.0273,424.57864680000006,10.20810015,2.9018843089999997,2645,362,1323,980.2762605,55737.96265,236.0888872,0.452300937,961,-1207,415.1749255,89713.96875,2523,13876460,61500259,11031694
11817,1,-595,2131,440.91738530000003,156230.6443,395.2602235,9.583762147,2.630878161,2726,166,1352,1011.184964,43508.46484,208.5868281,3.883741262,1186,-89,359.5019341,46414.599369999996,1277,12442121,65439682,8271465
11818,1,-373,1585,342.5458683,86630.58568999999,294.330742,10.68248275,2.872942227,1958,539,1431,998.6346538999999,19860.886469999998,140.9286574,4.269580976,892,-79,306.869781,20914.256840000002,900,7509611,63825355,6026820
11819,1,-202,1606,377.82701069999996,102690.7256,320.4539368,8.592166597,2.802111787,1808,529,1509,1009.235075,37093.71484,192.59728669999998,1.142520358,980,-207,340.4958012,40492.751710000004,1226,9136208,65187548,7419993
11820,1,30,979,301.73658839999996,33174.65234,182.13910159999998,4.658338295,2.0101785640000003,949,323,1225,979.7159823999999,28859.64063,169.88125449999998,5.590070407000001,902,148,286.01324819999996,3219.720459,317,5826878,61429978,5235429
11821,1,-353,2151,405.84907139999996,107457.9521,327.8077976,16.36559022,3.415247879,2504,39,1343,1002.8212390000001,60744.93359,246.46487290000002,4.430785347,1304,-118,305.0026895,18659.646240000002,1108,10541662,64361628,5953705
11822,1,-434,1343,357.432074,87607.54688,295.9857207,6.74743513,2.134993166,1777,607,1186,975.6727807,14368.7959,119.8699124,2.125274981,579,-79,315.38862439999997,13648.45093,821,8176492,60923992,6366079
11823,1,-363,2333,379.6234565,125181.9287,353.81058310000003,22.18970357,4.248666976,2696,225,1431,1019.027125,49386.03125,222.2296813,3.370794009,1206,-89,340.5957327,39007.87476,1386,9223294,66458642,7424349
11824,1,-515,1646,460.1808408,172028.4756,414.763156,4.255645021,2.003833958,2161,598,1372,991.2403846000001,26134.62402,161.6620674,0.793947663,774,-158,357.00735289999994,47294.48438,1177,13553050,62883680,8157072
11825,1,-282,1626,328.7144705,84495.74976,290.68152630000003,15.17855834,3.6530460380000003,1908,656,1274,995.2863046,13060.95874,114.28455159999999,2.413483323,618,-118,308.71209280000005,17549.319340000002,860,6915405,63398069,6099402
11826,1,-30,646,274.9510752,31379.88965,177.1436977,-0.569004512,0.773662093,676,558,1313,988.7636772,21627.99194,147.0645843,0.871891023,755,79,274.74672999999996,6899.066162,425,4838278,62569831,4831089
11827,1,131,282,205.8015959,770.1657715,27.75186069,0.41535201,0.10858019699999999,151,931,1058,993.4569065,535.2148438,23.1347108,1.103852443,127,178,243.33252709999996,480.2255859,119,2710675,63165224,3789486
11828,1,171,222,195.4416873,141.9782715,11.91546354,-0.21279772100000002,-0.16392827199999999,51,970,1019,994.4813818,87.27734375,9.342234409,-0.09925418300000001,49,207,240.7376684,144.4335938,70,2444637,63295566,3709096
11829,1,181,222,195.12207719999998,96.359375,9.816281119,-0.45044741299999996,0.280204642,41,970,1019,996.7328896,121.626709,11.02844998,-0.136216014,49,207,234.0531457,156.42089840000003,60,2436648,63582493,3505976
11830,1,181,232,203.9482931,119.03808590000001,10.91045764,0.025487686000000002,-0.209681817,51,980,1019,996.8763166000001,96.07983398,9.802032135,-0.36999422299999996,39,198,225.3788824,163.60913090000003,49,2662074,63600793,3250921
11831,1,181,232,202.80759819999997,130.99975590000003,11.44551248,-0.337522635,0.061179770999999994,51,970,1009,995.8978047,107.66308590000001,10.376082400000001,-0.867173298,39,198,228.07794040000002,128.1306152,49,2632379,63475996,3329251
11832,1,161,212,193.5183696,97.75756836,9.887242707999999,0.7235480879999999,-0.6175916370000001,51,970,1019,997.1695411000001,88.828125,9.424867373,-0.010748091999999999,49,217,235.5968485,148.60839840000003,50,2396759,63638214,3552376
11833,1,141,191,171.1169191,146.7773438,12.11516998,0.066461887,-0.46738305399999996,50,980,1019,995.7984548000001,96.5,9.823441352,-0.5211536720000001,39,227,249.1314914,127.734375,50,1873984,63463332,3972256
11834,1,70,333,198.8943658,1850.183594,43.01376052,2.196972955,0.177039411,263,892,1068,991.5697624,572.0771484,23.9181343,5.8292726020000005,176,198,256.5759512,423.15625,108,2531774,62925478,4213198
11835,1,171,222,199.2509802,118.6071777,10.89069225,-0.036053106,0.022746797000000003,51,970,1009,990.6211986999999,85.33764648,9.23783776,-0.711282072,39,217,246.5251001,150.95214840000003,60,2540861,62805143,3889576
